"run-number","self_weight","percieved_consensus_len","step","abs_global_vs_popular_vote"
"201","0.25","2","100","0.1699783265369693"
"202","0.25","2","100","0.18831952896027432"
"203","0.25","2","100","0.17143379450714424"
"204","0.25","2","100","0.09489082237299827"
"205","0.25","2","100","0.04211917828299192"
"206","0.25","2","100","0.04804701998179996"
"208","0.25","2","100","0.10072248168016872"
"207","0.25","2","100","0.1446545661136282"
"209","0.25","2","100","0.29225181444688164"
"210","0.25","2","100","0.10159070492569747"
"211","0.25","5","100","0.14503417658998052"
"212","0.25","5","100","0.11324762843427187"
"213","0.25","5","100","0.19349778306552"
"215","0.25","5","100","0.047199804743244235"
"214","0.25","5","100","0.13807535366490847"
"216","0.25","5","100","0.13322625413906"
"217","0.25","5","100","0.05799015859462833"
"218","0.25","5","100","0.22814656647211295"
"219","0.25","5","100","0.20150464588288614"
"220","0.25","5","100","0.12182768381318122"
"221","0.25","5","100","0.21265405918117658"
"222","0.25","5","100","0.21936473389900826"
"223","0.25","5","100","-0.020794414173194234"
"224","0.25","5","100","0.158574959848197"
"225","0.25","5","100","0.055764918979513564"
"227","0.25","5","100","0.027223448915581778"
"226","0.25","5","100","-0.004721257115968502"
"228","0.25","5","100","0.1518353436927465"
"229","0.25","5","100","0.12383052152257201"
"230","0.25","5","100","0.21957953493411111"
"231","0.25","5","100","0.1911048491061881"
"232","0.25","5","100","0.029567279055700783"
"234","0.25","5","100","0.09037906831664833"
"233","0.25","5","100","0.08385210239683423"
"235","0.25","5","100","0.028296609996068773"
"237","0.25","5","100","0.014627409727127564"
"236","0.25","5","100","0.1254178557712115"
"238","0.25","5","100","0.013435133557931337"
"239","0.25","5","100","-0.01069850196067862"
"240","0.25","5","100","0.07299964886006369"
"241","0.25","10","100","-0.01586116173243187"
"242","0.25","10","100","0.09002534313952121"
"244","0.25","10","100","0.15372870225765506"
"243","0.25","10","100","0.11446524028459779"
"245","0.25","10","100","0.03485755664971767"
"246","0.25","10","100","0.2798434610760389"
"249","0.25","10","100","0.11293424012279185"
"247","0.25","10","100","0.09015764541206957"
"248","0.25","10","100","0.13109920270447623"
"250","0.25","10","100","0.1321132699979148"
"251","0.25","10","100","0.03143097982033413"
"252","0.25","10","100","0.20271819157870224"
"254","0.25","10","100","0.08687787692882455"
"253","0.25","10","100","0.034039656631952936"
"257","0.25","10","100","0.12908033282772025"
"255","0.25","10","100","0.0934612868155903"
"256","0.25","10","100","0.08304279444538655"
"258","0.25","10","100","-0.01148409866171446"
"259","0.25","10","100","0.024430080576693537"
"260","0.25","10","100","-0.004475845138203982"
"262","0.25","10","100","0.04351758340084631"
"261","0.25","10","100","0.14315673439476692"
"264","0.25","10","100","0.06267061479448613"
"263","0.25","10","100","0.13624348920908125"
"265","0.25","10","100","0.08845712515009457"
"268","0.25","10","100","-0.04330775748565554"
"266","0.25","10","100","0.08852033466002832"
"267","0.25","10","100","0.19189072652588574"
"269","0.25","10","100","0.05952473598361116"
"271","0.25","20","100","0.11405181640287783"
"270","0.25","10","100","0.10961051265520634"
"272","0.25","20","100","0.06746448970536989"
"273","0.25","20","100","0.11124942205494477"
"274","0.25","20","100","0.0037433694633764907"
"275","0.25","20","100","0.051087969057801476"
"276","0.25","20","100","0.10266034307112543"
"278","0.25","20","100","0.030425138726748988"
"277","0.25","20","100","0.04892476527848233"
"279","0.25","20","100","0.05938100152773205"
"280","0.25","20","100","0.10700502437475536"
"281","0.25","20","100","-0.016583465534681603"
"282","0.25","20","100","0.13168860007067237"
"284","0.25","20","100","-0.029735485573464844"
"283","0.25","20","100","-0.017148232826106564"
"285","0.25","20","100","0.08241690724361578"
"286","0.25","20","100","-0.0060510127318669955"
"287","0.25","20","100","0.0836950689911139"
"289","0.25","20","100","-0.02235023490982688"
"288","0.25","20","100","-0.008311447346927743"
"290","0.25","20","100","0.13568688074905016"
"291","0.25","20","100","0.07234943219164593"
"292","0.25","20","100","0.06159220812795649"
"293","0.25","20","100","-0.006367160424067861"
"294","0.25","20","100","0.2898919630794881"
"295","0.25","20","100","0.06559215831254772"
"297","0.25","20","100","0.026587654087000617"
"296","0.25","20","100","0.11356604158828726"
"298","0.25","20","100","0.008136550177157885"
"299","0.25","20","100","0.11059045693755087"
"300","0.25","20","100","0.11140412245291526"
"301","0.5","1","100","0.004281921859537803"
"302","0.5","1","100","-0.02013635338180865"
"305","0.5","1","100","0.13303647900760213"
"303","0.5","1","100","0.24332901308498558"
"304","0.5","1","100","0.2817032199313013"
"306","0.5","1","100","0.25796902770203917"
"308","0.5","1","100","0.3570685880067912"
"307","0.5","1","100","0.10257280303530653"
"309","0.5","1","100","0.3365841582063715"
"312","0.5","1","100","0.031222147815830607"
"310","0.5","1","100","0.10438174723079756"
"311","0.5","1","100","0.3738090528299877"
"313","0.5","1","100","0.13211648308386156"
"315","0.5","1","100","0.40291428625747017"
"314","0.5","1","100","0.37006630139448327"
"316","0.5","1","100","0.07807685758982556"
"317","0.5","1","100","0.04329118290162673"
"318","0.5","1","100","0.2638663557986629"
"320","0.5","1","100","0.3710353050988683"
"319","0.5","1","100","0.12111474304601169"
"321","0.5","1","100","0.31241282223720673"
"322","0.5","1","100","0.24199784175106676"
"323","0.5","1","100","0.07026591141008061"
"325","0.5","1","100","0.1180713670324146"
"324","0.5","1","100","0.20223921496803016"
"327","0.5","1","100","0.2516976094186469"
"326","0.5","1","100","0.20361106410599975"
"328","0.5","1","100","0.1868670474106252"
"329","0.5","1","100","0.03548771908628884"
"330","0.5","1","100","0.20825401148618386"
"332","0.5","2","100","0.03330523283841038"
"331","0.5","2","100","0.30300239765591264"
"333","0.5","2","100","0.07996168475968195"
"334","0.5","2","100","0.17184306792674692"
"335","0.5","2","100","0.1377977486804646"
"336","0.5","2","100","0.12385026765850662"
"337","0.5","2","100","0.155021153986093"
"338","0.5","2","100","0.15898324151854992"
"339","0.5","2","100","0.27761708014834474"
"340","0.5","2","100","0.08408048384940191"
"341","0.5","2","100","0.11402041995231832"
"343","0.5","2","100","0.03816930421907689"
"342","0.5","2","100","0.08089589771745738"
"344","0.5","2","100","0.1879943457736965"
"345","0.5","2","100","0.339764226438016"
"346","0.5","2","100","-0.06271405649080988"
"347","0.5","2","100","-0.013765258049343657"
"348","0.5","2","100","0.11034382431077347"
"351","0.5","2","100","0.14713486742541837"
"349","0.5","2","100","0.06226237477344726"
"350","0.5","2","100","0.25438542842849293"
"353","0.5","2","100","0.06690587472655378"
"352","0.5","2","100","0.1832909037654308"
"354","0.5","2","100","0.2589429987608368"
"355","0.5","2","100","0.17737224998092904"
"357","0.5","2","100","0.1575031852467391"
"358","0.5","2","100","0.024063566511677216"
"356","0.5","2","100","0.17960913221761918"
"360","0.5","2","100","0.1420136345695815"
"361","0.5","5","100","0.18047129445945473"
"359","0.5","2","100","-0.02990044981747696"
"362","0.5","5","100","0.12165818288764146"
"363","0.5","5","100","-0.005497002030897161"
"364","0.5","5","100","0.3383504532655051"
"366","0.5","5","100","0.2739823212861013"
"365","0.5","5","100","0.07119029608482588"
"368","0.5","5","100","0.16896908376729006"
"367","0.5","5","100","0.17336874568834876"
"369","0.5","5","100","0.02536864237833337"
"370","0.5","5","100","0.006799512495212413"
"371","0.5","5","100","0.35138445031069554"
"374","0.5","5","100","0.345570676902404"
"373","0.5","5","100","0.19186699022956816"
"372","0.5","5","100","0.2374335479580635"
"376","0.5","5","100","0.02823603681972031"
"375","0.5","5","100","0.1899373028399919"
"377","0.5","5","100","0.23688735465180874"
"378","0.5","5","100","0.09804985423112302"
"379","0.5","5","100","0.25651587097058126"
"380","0.5","5","100","0.16722123127292182"
"381","0.5","5","100","-0.0490302091963406"
"382","0.5","5","100","0.09869264985696538"
"383","0.5","5","100","0.06159845374544519"
"384","0.5","5","100","0.023461457074427573"
"385","0.5","5","100","0.005801895357559268"
"386","0.5","5","100","0.05959797715913403"
"387","0.5","5","100","0.09195689345900698"
"388","0.5","5","100","0.03787803014476664"
"389","0.5","5","100","0.04459849234945844"
"390","0.5","5","100","0.08568486278284476"
"391","0.5","10","100","0.18288023786351693"
"392","0.5","10","100","-0.04577166011232271"
"393","0.5","10","100","0.037750401439591616"
"394","0.5","10","100","-0.03793053573400771"
"395","0.5","10","100","0.030047343982298212"
"396","0.5","10","100","0.07128151495343713"
"397","0.5","10","100","0.03470907396872455"
"400","0.5","10","100","0.03131055740622191"
"398","0.5","10","100","0.24271653506784424"
"399","0.5","10","100","0.01830015592985349"
"402","0.5","10","100","0.07205727391993223"
"401","0.5","10","100","0.22668756142385665"
"403","0.5","10","100","0.01589460687722716"
"404","0.5","10","100","-0.013113809426729687"
"406","0.5","10","100","0.03971507498196351"
"407","0.5","10","100","0.0022098091866495154"
"405","0.5","10","100","0.14378728745839364"
"408","0.5","10","100","-0.03871351646523031"
"409","0.5","10","100","0.035419748701223976"
"410","0.5","10","100","0.0468497834014852"
"411","0.5","10","100","0.03659122871112298"
"412","0.5","10","100","0.26424895418515715"
"413","0.5","10","100","0.06787364265660259"
"414","0.5","10","100","0.0929530660379688"
"415","0.5","10","100","0.020737455601073936"
"417","0.5","10","100","-0.00857639029931286"
"419","0.5","10","100","0.14067134570356785"
"418","0.5","10","100","0.09163683052979921"
"420","0.5","10","100","0.023500092063786407"
"416","0.5","10","100","-0.014492284409660279"
"421","0.5","20","100","0.14435256736109603"
"422","0.5","20","100","0.08428667809137595"
"423","0.5","20","100","0.12180884413637781"
"425","0.5","20","100","0.04053220589552524"
"424","0.5","20","100","0.05595059989692424"
"426","0.5","20","100","0.017827371647698684"
"428","0.5","20","100","-0.02380428535230911"
"427","0.5","20","100","-0.009037369057054302"
"429","0.5","20","100","0.03929963795556499"
"430","0.5","20","100","0.05911251576571829"
"431","0.5","20","100","0.03896598702680889"
"432","0.5","20","100","0.07397017066161045"
"433","0.5","20","100","0.11059973041492314"
"436","0.5","20","100","-0.0506018831816318"
"434","0.5","20","100","0.040022240620183905"
"435","0.5","20","100","0.012026976769048361"
"437","0.5","20","100","0.08176156566813592"
"438","0.5","20","100","0.13360203050639777"
"439","0.5","20","100","0.039399378065311325"
"440","0.5","20","100","0.027432149302244593"
"441","0.5","20","100","0.018494060755186347"
"442","0.5","20","100","0.05959064979698663"
"443","0.5","20","100","0.017723305152984585"
"444","0.5","20","100","0.04402303444767816"
"445","0.5","20","100","-0.005135992377811163"
"446","0.5","20","100","0.0571668903181278"
"447","0.5","20","100","0.10526598856487791"
"448","0.5","20","100","-0.01672949729336133"
"449","0.5","20","100","0.1167871921202514"
"450","0.5","20","100","0.033259598835620775"
"451","0.75","1","100","0.10787386865580356"
"452","0.75","1","100","0.001799149602813823"
"453","0.75","1","100","0.19541666213274"
"454","0.75","1","100","0.19914448515178693"
"455","0.75","1","100","0.07251316504678892"
"456","0.75","1","100","0.024704485010469762"
"457","0.75","1","100","0.2596637917046867"
"458","0.75","1","100","0.1768262606396628"
"459","0.75","1","100","0.18840422386207384"
"460","0.75","1","100","0.08618999120383242"
"461","0.75","1","100","0.01707842437369307"
"463","0.75","1","100","0.13711794601939342"
"462","0.75","1","100","0.2970487748695284"
"464","0.75","1","100","0.09399197635178227"
"466","0.75","1","100","0.05279523827472164"
"465","0.75","1","100","0.10855781875010295"
"468","0.75","1","100","0.0741814139983819"
"467","0.75","1","100","0.10368068139326833"
"469","0.75","1","100","-0.036207336271771334"
"470","0.75","1","100","0.03608484958634402"
"471","0.75","1","100","0.034156740340413654"
"472","0.75","1","100","0.18779904069802925"
"474","0.75","1","100","0.08770273887844628"
"475","0.75","1","100","-5.205314820839711E-4"
"473","0.75","1","100","0.009646520742443643"
"476","0.75","1","100","0.04710742196884889"
"477","0.75","1","100","0.13930815955971354"
"478","0.75","1","100","0.02477340264174525"
"479","0.75","1","100","0.2401736694654829"
"480","0.75","1","100","0.2991904627447804"
"481","0.75","2","100","0.05907096420008813"
"482","0.75","2","100","0.16467090178527352"
"483","0.75","2","100","0.1773530009299314"
"484","0.75","2","100","0.08590385472243589"
"485","0.75","2","100","-0.03791639395554497"
"487","0.75","2","100","0.07218121122179325"
"486","0.75","2","100","0.1434740763330185"
"489","0.75","2","100","0.16370019002695654"
"488","0.75","2","100","0.05773276863260264"
"491","0.75","2","100","0.10700323386686617"
"490","0.75","2","100","0.11692553327416427"
"492","0.75","2","100","0.19704939310102546"
"494","0.75","2","100","0.2685482112216276"
"495","0.75","2","100","0.13652861408230804"
"493","0.75","2","100","0.20875698378039448"
"496","0.75","2","100","0.09471402468209211"
"498","0.75","2","100","0.07315593808292893"
"497","0.75","2","100","0.07754964839916083"
"499","0.75","2","100","0.05925134853103551"
"501","0.75","2","100","0.07911117411819846"
"502","0.75","2","100","0.3068502057610919"
"500","0.75","2","100","-0.012350801794549233"
"503","0.75","2","100","0.03710859238485677"
"504","0.75","2","100","0.05971709035884002"
"505","0.75","2","100","0.20076055994465486"
"506","0.75","2","100","0.24601468345347918"
"509","0.75","2","100","0.0016882574920152361"
"510","0.75","2","100","0.10624783939680714"
"508","0.75","2","100","0.07621390843988145"
"507","0.75","2","100","0.029893180096336736"
"511","0.75","5","100","0.0351631202184522"
"512","0.75","5","100","0.06411121071868056"
"513","0.75","5","100","0.04912943325675415"
"514","0.75","5","100","0.07599955153186387"
"516","0.75","5","100","0.10053404437992393"
"515","0.75","5","100","0.04442602596913947"
"517","0.75","5","100","0.0823874128849538"
"518","0.75","5","100","0.039437567576585356"
"519","0.75","5","100","0.1223013363415555"
"520","0.75","5","100","0.06273524840419815"
"521","0.75","5","100","0.1096664520581008"
"522","0.75","5","100","0.1104593151564763"
"523","0.75","5","100","0.02689057082185961"
"524","0.75","5","100","0.03656902773081855"
"525","0.75","5","100","0.1322882138766896"
"526","0.75","5","100","0.08782532026894797"
"527","0.75","5","100","0.24586933596741464"
"529","0.75","5","100","-0.01579652542581493"
"528","0.75","5","100","0.10086738675970808"
"531","0.75","5","100","0.07562329363768325"
"530","0.75","5","100","0.17028378234261216"
"532","0.75","5","100","0.1634716911639974"
"533","0.75","5","100","0.045281067384196995"
"534","0.75","5","100","0.02839403492970617"
"1","0","1","100","0.31816572547732863"
"535","0.75","5","100","0.14414874442106174"
"536","0.75","5","100","0.042010892013252456"
"538","0.75","5","100","0.07669716935862429"
"537","0.75","5","100","-0.037943356600918764"
"539","0.75","5","100","0.18717183868305334"
"540","0.75","5","100","0.11176698800534124"
"541","0.75","10","100","0.0742765131200719"
"544","0.75","10","100","0.09527009450149973"
"543","0.75","10","100","0.076754257156291"
"545","0.75","10","100","-0.034077791552286185"
"546","0.75","10","100","0.0660768917144723"
"547","0.75","10","100","0.056191999179669765"
"548","0.75","10","100","0.20046139279969927"
"549","0.75","10","100","0.051637200851015704"
"552","0.75","10","100","0.00989198172163059"
"551","0.75","10","100","0.06947865171640102"
"550","0.75","10","100","0.19457490695092303"
"553","0.75","10","100","0.18430366993689928"
"554","0.75","10","100","0.19729553802278899"
"555","0.75","10","100","0.06760847869457122"
"556","0.75","10","100","0.23575383772114988"
"559","0.75","10","100","0.05599799014418754"
"558","0.75","10","100","0.016492197585860763"
"560","0.75","10","100","-0.024294942765680394"
"557","0.75","10","100","0.07090673644439556"
"561","0.75","10","100","0.17905611607083202"
"563","0.75","10","100","0.1446087518469096"
"562","0.75","10","100","0.08114381895731779"
"564","0.75","10","100","0.15003376948020547"
"566","0.75","10","100","0.004526069841156308"
"567","0.75","10","100","0.04205584494350625"
"565","0.75","10","100","-0.047044281525195145"
"568","0.75","10","100","-0.04763745107143096"
"569","0.75","10","100","0.010905070032899419"
"570","0.75","10","100","0.06397529550232672"
"571","0.75","20","100","0.10968798961346357"
"574","0.75","20","100","0.03482984312858775"
"573","0.75","20","100","0.10024901379004653"
"572","0.75","20","100","0.17033175817621943"
"575","0.75","20","100","-0.07545554132336561"
"577","0.75","20","100","-0.033863533542924235"
"576","0.75","20","100","0.2052005138495343"
"580","0.75","20","100","0.09370660450413651"
"578","0.75","20","100","0.052103416584968275"
"579","0.75","20","100","0.0401247906301412"
"581","0.75","20","100","0.04652543249225245"
"582","0.75","20","100","-0.029400736021885074"
"584","0.75","20","100","0.05339341690172826"
"583","0.75","20","100","2.602094932676602E-4"
"585","0.75","20","100","0.03617572186846725"
"586","0.75","20","100","0.0905052780120331"
"588","0.75","20","100","0.11792075226061167"
"587","0.75","20","100","-0.014250865452693749"
"589","0.75","20","100","0.11054346691220208"
"590","0.75","20","100","0.12078760180976672"
"591","0.75","20","100","0.0017380029460574084"
"593","0.75","20","100","0.0901812477914842"
"592","0.75","20","100","0.14099777780821054"
"594","0.75","20","100","0.09010153871007799"
"595","0.75","20","100","-0.02780312380965077"
"596","0.75","20","100","0.2606132416794794"
"597","0.75","20","100","0.03718915873338116"
"598","0.75","20","100","0.1899311872371877"
"599","0.75","20","100","-0.05744170984507252"
"600","0.75","20","100","0.08964789935203238"
"602","1","1","100","0.11953711351811888"
"601","1","1","100","-0.019811211497692625"
"603","1","1","100","0.019718264048256794"
"604","1","1","100","0.024468542007511442"
"605","1","1","100","0.061655346298148915"
"607","1","1","100","0.22240013078707954"
"606","1","1","100","0.011004580513010965"
"609","1","1","100","0.008401421921963565"
"608","1","1","100","0.08631062782184014"
"610","1","1","100","0.12371137514859146"
"612","1","1","100","0.18859694645211858"
"611","1","1","100","0.13212155469100417"
"614","1","1","100","0.03133204103637818"
"613","1","1","100","0.027759280790301294"
"615","1","1","100","0.05298123099202989"
"616","1","1","100","0.19730334209339315"
"617","1","1","100","0.046100395240066795"
"619","1","1","100","0.1292017166849561"
"618","1","1","100","0.06369016723735273"
"622","1","1","100","0.2640313573969137"
"621","1","1","100","-0.007929882704576972"
"620","1","1","100","0.1149264546450554"
"623","1","1","100","0.0529778836749966"
"624","1","1","100","-0.0351719036942414"
"625","1","1","100","0.080638510606231"
"626","1","1","100","0.08894018926748662"
"628","1","1","100","0.021659258217957188"
"627","1","1","100","0.2986348893609222"
"629","1","1","100","0.05546439708618361"
"630","1","1","100","0.019375500626200626"
"631","1","2","100","0.13087022647070587"
"632","1","2","100","0.11554186742360276"
"633","1","2","100","0.07788975143084853"
"634","1","2","100","-0.009819656436191218"
"635","1","2","100","0.11865662843017671"
"636","1","2","100","0.0789766287125977"
"637","1","2","100","0.07484088794926"
"638","1","2","100","0.18122999502518639"
"639","1","2","100","0.10778635256946242"
"640","1","2","100","0.040942622722361544"
"641","1","2","100","0.16516247288108593"
"642","1","2","100","0.14798877799927468"
"643","1","2","100","0.210352949825511"
"644","1","2","100","0.07162578056259351"
"645","1","2","100","-0.007653456893522481"
"646","1","2","100","0.04311093487782294"
"647","1","2","100","0.110207322544011"
"648","1","2","100","0.18599216423178958"
"649","1","2","100","0.04262584574283472"
"650","1","2","100","0.14514134588847022"
"651","1","2","100","-0.0013610317186625864"
"652","1","2","100","0.10141957702957158"
"653","1","2","100","0.006561972599032681"
"654","1","2","100","-0.007306354079875531"
"655","1","2","100","0.04145755585015207"
"656","1","2","100","0.011757192654832839"
"657","1","2","100","0.3113976992925931"
"658","1","2","100","0.023976934502232938"
"659","1","2","100","0.285023288515419"
"660","1","2","100","0.04748160358576635"
"662","1","5","100","0.3251767340025588"
"663","1","5","100","0.16962435788811348"
"661","1","5","100","0.08407409192906244"
"665","1","5","100","0.10140713743514611"
"664","1","5","100","0.06626844619188076"
"666","1","5","100","0.04653003000715146"
"667","1","5","100","0.1388604516015413"
"670","1","5","100","0.122264687559766"
"671","1","5","100","0.09584185491167606"
"669","1","5","100","-0.049594242591259816"
"668","1","5","100","0.06341332228435098"
"672","1","5","100","0.005710381757824113"
"673","1","5","100","0.2777748058820303"
"675","1","5","100","0.03922621315244211"
"674","1","5","100","0.2639245077138435"
"676","1","5","100","0.10439662092551315"
"677","1","5","100","0.14270772558857087"
"678","1","5","100","0.08391844701650808"
"679","1","5","100","0.06744028211866882"
"680","1","5","100","0.13992367859149682"
"681","1","5","100","0.046306815621582384"
